time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Long1,Long2,Long3,Long4,Short
2017-06-24,2685.05,2724.96,2512.13,2557.66,1682.0468468468473,1053.2966000000001,1685.2745600000003,2106.5932000000003,3159.8898000000004,5266.483,8426.372800000001,13692.855800000001,22119.228600000002,752.3547142857144,658.310375,526.6483000000001,405.11407692307694,0,0,0,0,0
2017-06-25,2557.66,2635.72,2432,2502.03,1693.0697297297302,1058.5916571428575,1693.746651428572,2117.183314285715,3175.7749714285724,5292.958285714287,8468.73325714286,13761.691542857146,22230.424800000008,756.1368979591839,661.6197857142859,529.2958285714287,407.1506373626375,0,0,0,0,0
2017-06-26,2502.26,2550.03,2315.01,2421.22,1703.7739639639644,1063.6542285714286,1701.8467657142858,2127.308457142857,3190.9626857142857,5318.271142857143,8509.233828571429,13827.50497142857,22336.7388,759.7530204081634,664.7838928571429,531.8271142857143,409.0977802197802,0,0,0,0,0
2017-06-27,2421.21,2564.97,2291,2561.86,1716.4929729729736,1069.0780571428572,1710.5248914285717,2138.1561142857145,3207.2341714285717,5345.390285714286,8552.624457142858,13898.014742857144,22450.6392,763.6271836734695,668.1737857142857,534.5390285714286,411.18386813186817,0,0,0,0,0
2017-06-28,2565,2593,2468.01,2559.9,1728.826396396397,1074.5204571428574,1719.232731428572,2149.0409142857147,3223.561371428572,5372.602285714287,8596.163657142859,13968.765942857146,22564.929600000003,767.5146122448982,671.5752857142858,537.2602285714287,413.27709890109895,0,0,0,0,0
2017-06-29,2550.99,2594.78,2500.31,2541.59,1741.6608108108114,1079.8990000000003,1727.8384000000005,2159.7980000000007,3239.697000000001,5399.495000000002,8639.192000000003,14038.687000000005,22677.879000000008,771.3564285714289,674.9368750000002,539.9495000000002,415.34576923076935,0,0,0,0,0
2017-06-30,2538.41,2564.58,2451,2465.49,1753.2728828828833,1085.0444,1736.07104,2170.0888,3255.1332,5425.222,8680.3552,14105.5772,22785.9324,775.0317142857143,678.15275,542.5222,417.3247692307692,0,0,0,0,0
2017-07-01,2465.48,2517.11,2390,2412.41,1763.955675675676,1090.044285714286,1744.0708571428577,2180.088571428572,3270.1328571428576,5450.22142857143,8720.354285714287,14170.575714285716,22890.930000000004,778.60306122449,681.2776785714286,545.022142857143,419.2478021978023,0,0,0,0,0
2017-07-02,2421.3,2528.72,2374.34,2504.37,1775.3242342342346,1095.258085714286,1752.4129371428576,2190.516171428572,3285.774257142858,5476.290428571429,8762.064685714287,14238.355114285718,23000.419800000003,782.3272040816329,684.5363035714287,547.629042857143,421.25310989010995,0,0,0,0,0
2017-07-03,2504.81,2595,2472.68,2550.47,1787.077477477478,1100.6248571428573,1760.9997714285719,2201.2497142857146,3301.874571428572,5503.124285714286,8804.998857142858,14308.123142857145,23113.122000000003,786.1606122448982,687.8905357142858,550.3124285714287,423.3172527472528,0,0,0,0,0
2017-07-04,2540.07,2639.47,2540.07,2596.12,1799.1387387387392,1106.1181142857145,1769.7889828571433,2212.236228571429,3318.3543428571434,5530.590571428573,8848.944914285716,14379.535485714288,23228.480400000004,790.084367346939,691.3238214285715,553.0590571428572,425.430043956044,0,0,0,0,0
2017-07-05,2594.52,2623,2530.1,2602.9,1812.0241441441447,1111.6491714285717,1778.6386742857148,2223.2983428571433,3334.947514285715,5558.245857142858,8893.193371428573,14451.439228571431,23344.632600000004,794.0351224489798,694.7807321428572,555.8245857142858,427.5573736263737,0,0,0,0,0
2017-07-06,2602.9,2614,2522,2600.39,1825.8022522522529,1117.181742857143,1787.490788571429,2234.363485714286,3351.545228571429,5585.908714285715,8937.453942857144,14523.36265714286,23460.816600000006,797.9869591836737,698.2385892857144,558.5908714285715,429.6852857142858,0,0,0,0,0
2017-07-07,2599.01,2605,2475,2501.46,1839.6045945945953,1122.4717714285716,1795.9548342857147,2244.9435428571433,3367.415314285715,5612.358857142858,8979.774171428573,14592.133028571432,23571.907200000005,801.7655510204083,701.5448571428573,561.2358857142858,431.7199120879122,0,0,0,0,0
2017-07-08,2501.46,2555,2462,2550.07,1853.407297297298,1127.8847714285716,1804.6156342857148,2255.7695428571433,3383.654314285715,5639.423857142858,9023.078171428573,14662.50202857143,23685.580200000004,805.631979591837,704.9279821428572,563.9423857142858,433.8018351648352,0,0,0,0,0
2017-07-09,2550.13,2564.65,2500.5,2502.28,1866.617387387388,1133.1442285714288,1813.0307657142862,2266.2884571428576,3399.4326857142864,5665.7211428571445,9065.15382857143,14730.874971428575,23796.028800000004,809.3887346938777,708.215142857143,566.5721142857144,435.8247032967034,0,0,0,0,0
2017-07-10,2504,2527.88,2261.85,2323.45,1877.5098198198207,1137.9113428571432,1820.6581485714291,2275.8226857142863,3413.7340285714295,5689.556714285716,9103.290742857145,14792.847457142861,23896.138200000005,812.7938163265309,711.1945892857144,568.9556714285716,437.6582087912089,0,0,0,0,0
2017-07-11,2323.45,2399,2242.62,2305.98,1888.9370270270276,1142.6391714285717,1828.2226742857147,2285.2783428571433,3427.917514285715,5713.195857142859,9141.113371428573,14854.309228571432,23995.422600000005,816.1708367346941,714.1494821428572,571.3195857142858,439.47660439560445,0,0,0,0,0
2017-07-12,2301.55,2408.84,2239.54,2388,1901.174414414415,1147.5949428571432,1836.1519085714292,2295.1898857142864,3442.78482857143,5737.974714285716,9180.759542857146,14918.734257142862,24099.493800000007,819.7106734693881,717.2468392857145,573.7974714285716,441.3826703296705,0,0,0,0,0
2017-07-13,2383.97,2425.16,2312.93,2339.99,1913.8854954954961,1152.4147142857146,1843.8635428571433,2304.829428571429,3457.2441428571437,5762.073571428573,9219.317714285717,14981.39128571429,24200.709000000006,823.153367346939,720.2591964285716,576.2073571428573,443.2364285714287,0,0,0,0,0
2017-07-14,2340,2357.84,2140,2213.37,1925.2129729729736,1156.8683142857146,1850.9893028571435,2313.7366285714293,3470.604942857144,5784.341571428573,9254.946514285717,15039.28808571429,24294.234600000007,826.3345102040819,723.0426964285716,578.4341571428573,444.94935164835175,0,0,0,0,0
2017-07-15,2209.44,2219.99,1967.65,1970.51,1934.316666666667,1160.6278571428575,1857.004571428572,2321.255714285715,3481.8835714285724,5803.139285714287,9285.02285714286,15088.162142857147,24373.185000000005,829.0198979591839,725.3924107142859,580.3139285714287,446.3953296703298,0,0,0,0,0
2017-07-16,1970.51,2044.44,1830,1917.63,1942.2239639639647,1164.3244285714288,1862.9190857142862,2328.6488571428577,3492.9732857142862,5821.622142857144,9314.59542857143,15136.217571428575,24450.813000000006,831.6603061224492,727.7027678571429,582.1622142857144,447.81708791208797,0,0,0,0,0
2017-07-17,1917.72,2229.97,1910.57,2226,1952.8727027027032,1168.9519999999986,1870.323199999998,2337.9039999999973,3506.855999999996,5844.759999999993,9351.615999999989,15196.375999999982,24547.991999999973,834.9657142857134,730.5949999999991,584.4759999999993,449.5969230769225,0,0,0,0,0
2017-07-18,2226,2392,2164,2303.71,1964.2938738738744,1173.9910857142843,1878.3857371428549,2347.9821714285686,3521.973257142853,5869.955428571421,9391.928685714274,15261.884114285696,24653.81279999997,838.5650612244888,733.7444285714276,586.9955428571421,451.5350329670324,0,0,0,0,0
2017-07-19,2308.82,2402.5,2223,2265.21,1975.3885585585592,1178.8533428571416,1886.1653485714266,2357.706685714283,3536.5600285714245,5894.266714285708,9430.826742857133,15325.09345714284,24755.92019999997,842.0381020408155,736.7833392857134,589.4266714285708,453.4051318681314,0,0,0,0,0
2017-07-20,2265.51,2938,2265.51,2875.03,1991.6472972972979,1185.4216285714272,1896.6746057142836,2370.8432571428543,3556.2648857142813,5927.108142857136,9483.373028571417,15410.481171428553,24893.85419999997,846.7297346938766,740.8885178571419,592.7108142857136,455.93139560439505,0,0,0,0,0
2017-07-21,2880,2887.45,2611.39,2670,2005.9361261261267,1191.4144857142842,1906.2631771428548,2382.8289714285684,3574.2434571428525,5957.0724285714205,9531.315885714273,15488.388314285694,25019.704199999967,851.0103469387744,744.6340535714276,595.7072428571421,458.23634065934004,0,0,0,0,0
2017-07-22,2667.01,2882,2644.59,2832.71,2021.744234234235,1197.8237142857129,1916.5179428571407,2395.6474285714257,3593.4711428571386,5989.118571428564,9582.589714285703,15571.708285714267,25154.29799999997,855.5883673469378,748.6398214285705,598.9118571428564,460.701428571428,0,0,0,0,0
2017-07-23,2824.82,2855,2640,2749.02,2036.1969369369376,1203.9852857142844,1926.376457142855,2407.9705714285687,3611.9558571428533,6019.926428571422,9631.882285714275,15651.808714285697,25283.690999999973,859.9894897959175,752.4908035714277,601.9926428571422,463.0712637362632,0,0,0,0,0
2017-07-24,2756.8,2800,2701,2759.98,2050.7643243243247,1210.1798571428558,1936.2877714285694,2420.3597142857116,3630.5395714285673,6050.899285714278,9681.438857142846,15732.338142857125,25413.776999999973,864.4141836734684,756.3624107142848,605.0899285714279,465.4537912087907,0,0,0,0,0
2017-07-25,2759.95,2775.79,2450,2564.82,2063.64936936937,1215.842914285713,1945.3486628571409,2431.685828571426,3647.528742857139,6079.214571428565,9726.743314285704,15805.95788571427,25532.701199999974,868.4592244897951,759.9018214285707,607.9214571428565,467.63189010988964,0,0,0,0,0
2017-07-26,2564.74,2608.96,2400,2524.99,2075.668648648649,1221.3706857142843,1954.1930971428549,2442.7413714285685,3664.112057142853,6106.853428571421,9770.965485714274,15877.818914285695,25648.784399999968,872.4076326530602,763.3566785714277,610.6853428571421,469.75795604395546,0,0,0,0,0
2017-07-27,2524.99,2695,2509.63,2666.33,2088.9629729729736,1227.316714285713,1963.7067428571409,2454.633428571426,3681.9501428571393,6136.583571428565,9818.533714285704,15955.11728571427,25773.650999999973,876.6547959183665,767.0729464285706,613.6583571428565,472.0448901098896,0,0,0,0,0
2017-07-28,2666.33,2825,2655.82,2777.01,2103.314144144145,1233.5769999999986,1973.7231999999979,2467.1539999999973,3700.730999999996,6167.884999999993,9868.615999999989,16036.500999999982,25905.116999999973,881.1264285714276,770.9856249999991,616.7884999999993,474.4526923076918,0,0,0,0,0
2017-07-29,2777.01,2785.65,2631.78,2680.56,2116.5966666666673,1239.5685428571414,1983.3096685714263,2479.137085714283,3718.7056285714243,6197.842714285707,9916.548342857132,16114.391057142839,26030.93939999997,885.4061020408153,774.7303392857134,619.7842714285707,476.7571318681313,0,0,0,0,0
2017-07-30,2681.6,2774.45,2569.69,2742.37,2130.408558558559,1245.7788571428557,1993.2461714285691,2491.5577142857114,3737.3365714285674,6228.894285714278,9966.230857142846,16195.125142857125,26161.35599999997,889.8420408163256,778.6117857142848,622.8894285714279,479.1457142857137,0,0,0,0,0
2017-07-31,2745.76,2889.99,2680.01,2855.81,2145.1546846846854,1252.3224571428557,2003.715931428569,2504.6449142857114,3756.9673714285673,6261.612285714278,10018.579657142845,16280.191942857124,26298.77159999997,894.5160408163256,782.7015357142848,626.1612285714278,481.66248351648295,0,0,0,0,0
2017-08-01,2855.81,2929.17,2615,2731,2158.8378378378384,1258.4824857142844,2013.571977142855,2516.964971428569,3775.447457142853,6292.412428571422,10067.859885714275,16360.272314285698,26428.13219999997,898.9160612244889,786.5515535714277,629.2412428571422,484.03172527472475,0,0,0,0,0
2017-08-02,2732,2760,2650,2703.51,2172.6270270270275,1264.5756285714272,2023.3210057142835,2529.1512571428543,3793.7268857142817,6322.878142857136,10116.605028571417,16439.483171428554,26556.08819999997,903.268306122448,790.359767857142,632.2878142857136,486.3752417582412,0,0,0,0,0
2017-08-03,2703.51,2807.44,2698.83,2793.37,2187.2489189189196,1270.9238571428557,2033.478171428569,2541.8477142857114,3812.771571428567,6354.619285714279,10167.390857142846,16522.010142857125,26689.40099999997,907.8027551020399,794.3274107142847,635.4619285714278,488.8168681318676,0,0,0,0,0
2017-08-04,2793.34,2877.52,2765.91,2855,2202.398018018019,1277.4441142857129,2043.9105828571408,2554.8882285714258,3832.3323428571384,6387.220571428565,10219.552914285703,16606.773485714268,26826.32639999997,912.4600816326521,798.4025714285705,638.7220571428564,491.3246593406588,0,0,0,0,0
2017-08-05,2851.01,3339.66,2848.32,3263.62,2221.3287387387395,1285.1176571428557,2056.1882514285694,2570.2353142857114,3855.352971428567,6425.588285714279,10280.941257142846,16706.529542857123,26987.47079999997,917.9411836734685,803.1985357142847,642.5588285714279,494.2760219780214,0,0,0,0,0
2017-08-06,3263.51,3296.51,3146.1,3222.75,2239.763063063064,1292.67537142857,2068.280594285712,2585.35074285714,3878.0261142857103,6463.37685714285,10341.40297142856,16804.779828571413,27146.182799999973,923.3395510204073,807.9221071428562,646.337685714285,497.1828351648346,0,0,0,0,0
2017-08-07,3216.78,3430,3186,3387.55,2259.447477477478,1300.6889999999985,2081.1023999999975,2601.377999999997,3902.0669999999955,6503.444999999992,10405.511999999988,16908.95699999998,27314.46899999997,929.0635714285704,812.930624999999,650.3444999999992,500.2649999999994,0,0,0,0,0
2017-08-08,3387.54,3490,3300,3412.41,2279.3432432432437,1308.7809428571413,2094.049508571426,2617.5618857142827,3926.342828571424,6543.904714285707,10470.24754285713,17014.152257142836,27484.399799999966,934.8435306122439,817.9880892857133,654.3904714285707,503.3772857142851,0,0,0,0,0
2017-08-09,3408.46,3423.1,3178.72,3342.99,2298.3414414414424,1316.682114285713,2106.691382857141,2633.364228571426,3950.046342857139,6583.410571428565,10533.456914285704,17116.86748571427,27650.324399999972,940.487224489795,822.9263214285705,658.3410571428565,506.41619780219725,0,0,0,0,0
2017-08-10,3342.99,3448,3311.17,3413.03,2317.8857657657663,1324.7887428571414,2119.6619885714263,2649.577485714283,3974.3662285714245,6623.943714285707,10598.309942857131,17222.25365714284,27820.56359999997,946.2776734693867,827.9929642857134,662.3943714285707,509.5341318681313,0,0,0,0,0
2017-08-11,3410,3705,3390.67,3645.06,2339.614234234235,1333.5495428571417,2133.6792685714267,2667.0990857142833,4000.648628571425,6667.747714285708,10668.396342857133,17336.144057142843,28004.540399999976,952.5353877551013,833.4684642857135,666.7747714285708,512.9036703296698,0,0,0,0,0
2017-08-12,3651.74,3934,3586.95,3855.1,2363.155765765767,1342.9403714285702,2148.7045942857126,2685.8807428571404,4028.821114285711,6714.701857142851,10743.522971428562,17458.224828571412,28201.747799999976,959.2431224489787,839.3377321428563,671.4701857142851,516.515527472527,0,0,0,0,0
2017-08-13,3855.04,4190,3841.71,4053.87,2388.383603603604,1352.8851428571415,2164.6162285714267,2705.770285714283,4058.6554285714246,6764.425714285708,10823.081142857132,17587.506857142842,28410.587999999974,966.346530612244,845.5532142857135,676.4425714285708,520.340439560439,0,0,0,0,0
2017-08-14,4053.87,4329.43,3964.96,4306.23,2415.7460360360365,1363.5557999999992,2181.6892799999987,2727.1115999999984,4090.6673999999975,6817.778999999996,10908.446399999993,17726.22539999999,28634.671799999982,973.968428571428,852.2223749999995,681.7778999999996,524.4445384615382,0,0,0,0,0
2017-08-15,4320.95,4400,3800,4155.67,2441.5809909909913,1373.783685714285,2198.053897142856,2747.56737142857,4121.351057142855,6868.918428571425,10990.26948571428,17859.187914285703,28849.457399999985,981.2740612244893,858.6148035714281,686.8918428571425,528.3783406593403,0,0,0,0,0
2017-08-16,4154.99,4379.78,3926.06,4378.84,2469.0342342342346,1384.663942857142,2215.4623085714275,2769.327885714284,4153.991828571427,6923.31971428571,11077.311542857136,18000.631257142846,29077.942799999983,989.0456734693872,865.4149642857137,692.331971428571,532.5630549450547,0,0,0,0,0
2017-08-17,4361.99,4480,4167.21,4276.5,2495.5729729729733,1395.250942857142,2232.4015085714273,2790.501885714284,4185.752828571426,6976.25471428571,11162.007542857136,18138.262257142847,29300.269799999984,996.60781632653,872.0318392857138,697.625471428571,536.6349780219776,0,0,0,0,0
2017-08-18,4260.47,4368,3964.96,4100,2520.5009009009013,1405.3309428571422,2248.5295085714274,2810.6618857142844,4215.992828571427,7026.654714285711,11242.647542857138,18269.30225714285,29511.949799999988,1003.8078163265302,878.3318392857138,702.6654714285711,540.5119010989008,0,0,0,0,0
2017-08-19,4100,4188,3900,4099.55,2545.2697297297304,1415.3439142857137,2264.550262857142,2830.6878285714274,4246.031742857142,7076.719571428568,11322.75131428571,18399.47088571428,29722.22219999999,1010.9599387755098,884.589946428571,707.6719571428569,544.3630439560437,0,0,0,0,0
2017-08-20,4091.99,4125.95,4000,4058.68,2569.3041441441446,1425.215228571428,2280.344365714285,2850.430457142856,4275.645685714284,7126.07614285714,11401.721828571424,18527.797971428565,29929.519799999987,1018.0108775510201,890.7595178571424,712.607614285714,548.1597032967031,0,0,0,0,0
2017-08-21,4058.64,4080,3949.78,3987.52,2592.1849549549556,1434.8839142857137,2295.814262857142,2869.7678285714273,4304.651742857141,7174.419571428569,11479.07131428571,18653.490885714276,30132.562199999986,1024.9170816326528,896.802446428571,717.4419571428568,551.8784285714283,0,0,0,0,0
2017-08-22,3987.51,4139.31,3600,4085,2615.444234234235,1444.8177428571423,2311.708388571428,2889.6354857142846,4334.453228571427,7224.088714285712,11558.541942857139,18782.63065714285,30341.172599999987,1032.0126734693874,903.0110892857139,722.4088714285712,555.6991318681316,0,0,0,0,0
2017-08-23,4078,4248.97,4051.94,4108.12,2638.605405405406,1454.7976285714278,2327.6762057142846,2909.5952571428556,4364.392885714284,7273.988142857139,11638.381028571423,18912.369171428563,30550.750199999984,1039.1411632653057,909.2485178571424,727.3988142857139,559.5375494505491,0,0,0,0,0
2017-08-24,4121.78,4350,4082.57,4300.34,2663.6994594594603,1465.2966857142849,2344.474697142856,2930.5933714285698,4395.890057142855,7326.483428571424,11722.373485714279,19048.856914285705,30771.230399999982,1046.6404897959178,915.810428571428,732.6483428571424,563.575648351648,0,0,0,0,0
2017-08-25,4308.8,4449.98,4270,4355.98,2688.9063063063068,1475.9651714285708,2361.5442742857135,2951.9303428571416,4427.895514285712,7379.825857142854,11807.721371428566,19187.54722857142,30995.268599999985,1054.2608367346934,922.4782321428567,737.9825857142854,567.6789120879118,0,0,0,0,0
2017-08-26,4348.17,4369.78,4232.43,4333.38,2713.945675675676,1486.5701142857135,2378.512182857142,2973.140228571427,4459.710342857141,7432.8505714285675,11892.560914285708,19325.411485714278,31217.972399999984,1061.8357959183668,929.1063214285709,743.2850571428568,571.757736263736,0,0,0,0,0
2017-08-27,4333.38,4393.3,4290.32,4337.68,2738.1631531531534,1497.231142857142,2395.5698285714275,2994.462285714284,4491.693428571426,7486.15571428571,11977.849142857136,19464.004857142845,31441.85399999998,1069.45081632653,935.7694642857138,748.615571428571,575.8581318681315,0,0,0,0,0
2017-08-28,4329.91,4399.72,4169.01,4379.99,2762.1245045045052,1508.008142857142,2412.8130285714274,3016.016285714284,4524.024428571426,7540.04071428571,12064.065142857136,19604.105857142848,31668.170999999984,1077.1486734693872,942.5050892857138,754.004071428571,580.0031318681315,0,0,0,0,0
2017-08-29,4385,4649.78,4336.26,4578.82,2787.4059459459463,1519.354885714285,2430.9678171428563,3038.70977142857,4558.064657142855,7596.774428571425,12154.83908571428,19751.613514285706,31906.452599999986,1085.2534897959179,949.5968035714282,759.6774428571425,584.3672637362635,0,0,0,0,0
2017-08-30,4578.82,4642.22,4479,4573.2,2812.133423423424,1530.6825999999994,2449.0921599999992,3061.365199999999,4592.0477999999985,7653.412999999997,12245.460799999995,19898.873799999994,32144.334599999987,1093.344714285714,956.6766249999996,765.3412999999997,588.7240769230767,0,0,0,0,0
2017-08-31,4573.15,4765.21,4566.66,4734.26,2839.545585585586,1542.4755999999993,2467.960959999999,3084.9511999999986,4627.4267999999975,7712.377999999997,12339.804799999994,20052.18279999999,32391.987599999986,1101.7682857142852,964.0472499999995,771.2377999999997,593.2598461538458,0,0,0,0,0
2017-09-01,4734.26,4935,4671.09,4921.7,2867.877207207208,1554.8070571428564,2487.6912914285704,3109.6141142857127,4664.421171428569,7774.035285714282,12438.456457142851,20212.49174285713,32650.948199999984,1110.5764693877545,971.7544107142852,777.4035285714282,598.002714285714,0,0,0,0,0
2017-09-02,4921.71,4979.9,4488.5,4599.9,2893.245675675676,1566.223628571428,2505.957805714285,3132.447257142856,4698.670885714284,7831.11814285714,12529.789028571424,20360.907171428564,32890.69619999999,1118.7311632653057,978.8897678571425,783.111814285714,602.393703296703,0,0,0,0,0
2017-09-03,4599.9,4700,4385,4606.26,2919.3788288288292,1577.647228571428,2524.2355657142853,3155.294457142856,4732.941685714284,7888.23614285714,12621.177828571424,20509.413971428563,33130.59179999999,1126.8908775510201,986.0295178571425,788.823614285714,606.7873956043954,0,0,0,0,0
2017-09-04,4603.68,4613.97,4058.5,4277,2942.591621621622,1588.128028571428,2541.0048457142852,3176.256057142856,4764.384085714284,7940.640142857141,12705.024228571425,20645.664371428564,33350.68859999999,1134.3771632653059,992.5800178571425,794.064014285714,610.8184725274723,0,0,0,0,0
2017-09-05,4282.53,4474.88,4001.93,4396.52,2966.1369369369377,1598.9723714285706,2558.3557942857133,3197.944742857141,4796.917114285712,7994.861857142852,12791.778971428565,20786.640828571417,33578.41979999998,1142.123122448979,999.3577321428565,799.4861857142853,614.9893736263733,0,0,0,0,0
2017-09-06,4397.38,4649.23,4356.42,4605.8,2990.7027927927934,1610.4304857142852,2576.6887771428565,3220.8609714285703,4831.2914571428555,8052.152428571426,12883.443885714281,20935.596314285707,33819.04019999999,1150.307489795918,1006.5190535714282,805.2152428571426,619.3963406593405,0,0,0,0,0
2017-09-07,4605.81,4674.34,4475,4615,3014.6397297297303,1621.915028571428,2595.064045714285,3243.830057142856,4865.745085714284,8109.575142857139,12975.320228571423,21084.895371428564,34060.21559999999,1158.510734693877,1013.6968928571424,810.957514285714,623.8134725274723,0,0,0,0,0
2017-09-08,4615,4679.97,4125.99,4312,3035.3425225225233,1632.516685714285,2612.026697142856,3265.03337142857,4897.550057142855,8162.5834285714245,13060.13348571428,21222.716914285702,34282.85039999998,1166.083346938775,1020.3229285714281,816.2583428571425,627.8910329670326,0,0,0,0,0
2017-09-09,4327.41,4379.78,4164,4308.72,3055.983693693694,1643.114942857142,2628.9839085714275,3286.229885714284,4929.344828571426,8215.57471428571,13144.919542857137,21360.494257142847,34505.41379999998,1173.6535306122444,1026.9468392857136,821.557471428571,631.9672857142854,0,0,0,0,0
2017-09-10,4322.44,4322.44,4010,4226.22,3075.1390990991003,1653.478485714285,2645.565577142856,3306.95697142857,4960.435457142855,8267.392428571424,13227.82788571428,21495.220314285703,34723.04819999998,1181.0560612244892,1033.424053571428,826.7392428571425,635.9532637362635,0,0,0,0,0
2017-09-11,4226.21,4353.49,4092.4,4207.31,3092.644324324325,1663.7665999999995,2662.0265599999993,3327.533199999999,4991.299799999999,8318.832999999997,13310.132799999996,21628.965799999994,34939.09859999999,1188.404714285714,1039.8541249999996,831.8832999999997,639.9102307692306,0,0,0,0,0
2017-09-12,4198.89,4377.65,4080,4172.56,3108.430540540541,1673.961742857142,2678.3387885714274,3347.923485714284,5021.8852285714265,8369.808714285711,13391.693942857137,21761.502657142846,35153.19659999998,1195.686959183673,1046.2260892857137,836.980871428571,643.8314395604392,0,0,0,0,0
