time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Long1,Long2,Long3,Long4,Short
2015-06-13,229.3,232.04,228.06,231.64,244.1593693693693,354.39082857142853,567.0253257142857,708.7816571428571,1063.1724857142856,1771.9541428571426,2835.1266285714282,4607.080771428571,7442.207399999999,253.13630612244896,221.49426785714283,177.19541428571426,136.3041648351648,0,0,0,0,0
2015-06-14,231.64,234,230.94,232.09,244.0912612612612,353.3968285714285,565.4349257142857,706.793657142857,1060.1904857142854,1766.9841428571426,2827.174628571428,4594.158771428571,7421.333399999999,252.42630612244895,220.8730178571428,176.69841428571425,135.9218571428571,0,0,0,0,0
2015-06-15,232.08,237.09,231.55,235.92,244.05855855855856,352.3566285714285,563.7706057142856,704.713257142857,1057.0698857142854,1761.7831428571424,2818.853028571428,4580.63617142857,7399.489199999998,251.68330612244893,220.2228928571428,176.17831428571424,135.52178021978017,0,0,0,0,0
2015-06-16,236,252.05,234.35,250.09,244.16774774774774,351.3867142857142,562.2187428571427,702.7734285714284,1054.1601428571425,1756.9335714285712,2811.0937142857138,4568.0272857142845,7379.120999999998,250.9905102040816,219.61669642857137,175.6933571428571,135.14873626373623,0,0,0,0,0
2015-06-17,250.02,257.39,243.2,247.76,244.26612612612612,350.3806285714285,560.6090057142856,700.761257142857,1051.1418857142853,1751.9031428571425,2803.045028571428,4554.94817142857,7357.993199999998,250.27187755102037,218.98789285714278,175.19031428571424,134.76178021978018,0,0,0,0,0
2015-06-18,247.76,251.58,240,248.4,244.22666666666666,349.2585999999999,558.8137599999999,698.5171999999998,1047.7757999999997,1746.2929999999994,2794.068799999999,4540.361799999999,7334.430599999998,249.4704285714285,218.28662499999993,174.62929999999994,134.33023076923072,0,0,0,0,0
2015-06-19,248.45,249.93,242.14,243.7,244.1386486486486,348.13131428571415,557.0101028571427,696.2626285714283,1044.3939428571425,1740.6565714285707,2785.0505142857132,4525.707085714284,7310.757599999997,248.66522448979583,217.58207142857134,174.06565714285708,133.89665934065928,0,0,0,0,0
2015-06-20,243.75,245.56,239.93,244.76,244.0163063063063,346.9720571428571,555.1552914285714,693.9441142857142,1040.9161714285715,1734.8602857142855,2775.776457142857,4510.636742857143,7286.4132,247.83718367346938,216.8575357142857,173.48602857142856,133.4507912087912,0,0,0,0,0
2015-06-21,244.65,245,241.06,243.64,243.73441441441437,345.8224857142857,553.3159771428572,691.6449714285714,1037.467457142857,1729.1124285714284,2766.5798857142854,4495.692314285714,7262.272199999999,247.0160612244898,216.13905357142855,172.91124285714284,133.00864835164833,0,0,0,0,0
2015-06-22,243.6,247.99,242.64,246,243.41909909909907,344.72819999999996,551.56512,689.4563999999999,1034.1845999999998,1723.6409999999998,2757.8255999999997,4481.4666,7239.292199999999,246.23442857142857,215.45512499999995,172.36409999999998,132.5877692307692,0,0,0,0,0
2015-06-23,245.99,247.25,242.14,243.74,243.17549549549545,343.6246,549.79936,687.2492,1030.8737999999998,1718.123,2748.9968,4467.1197999999995,7216.116599999999,245.44614285714286,214.76537499999998,171.8123,132.16330769230768,0,0,0,0,0
2015-06-24,243.85,243.99,238.2,240.19,242.87909909909905,342.50922857142854,548.0147657142857,685.0184571428571,1027.5276857142856,1712.5461428571427,2740.0738285714283,4452.619971428571,7192.693799999999,244.64944897959182,214.0682678571428,171.25461428571427,131.73431868131865,0,0,0,0,0
2015-06-25,240.19,242.9,239.18,241.98,242.6025225225225,341.42319999999995,546.27712,682.8463999999999,1024.2695999999999,1707.1159999999998,2731.3855999999996,4438.5016,7169.887199999999,243.87371428571427,213.38949999999997,170.71159999999998,131.31661538461537,0,0,0,0,0
2015-06-26,242.08,243.44,240,242.98,242.2986486486486,340.33462857142854,544.5354057142857,680.6692571428571,1021.0038857142856,1701.6731428571427,2722.6770285714283,4424.350171428571,7147.0271999999995,243.0961632653061,212.70914285714284,170.16731428571427,130.89793406593404,0,0,0,0,0
2015-06-27,242.98,252,242.36,251.21,242.08432432432429,339.2809142857143,542.8494628571428,678.5618285714286,1017.8427428571429,1696.4045714285714,2714.2473142857143,4410.6518857142855,7124.8992,242.34351020408164,212.05057142857143,169.64045714285714,130.49265934065934,0,0,0,0,0
2015-06-28,251.28,251.28,247.04,248.62,241.73747747747743,338.24142857142857,541.1862857142858,676.4828571428571,1014.7242857142858,1691.2071428571428,2705.9314285714286,4397.138571428572,7103.07,241.6010204081633,211.40089285714285,169.12071428571429,130.09285714285713,0,0,0,0,0
2015-06-29,248.63,256.94,248.3,256.04,241.43153153153148,337.1586857142857,539.4538971428572,674.3173714285714,1011.4760571428571,1685.7934285714284,2697.2694857142856,4383.062914285714,7080.332399999999,240.82763265306122,210.72417857142855,168.57934285714285,129.67641758241757,0,0,0,0,0
2015-06-30,256.04,268,255,262.5,241.1248648648648,336.0856285714286,537.7370057142857,672.1712571428571,1008.2568857142858,1680.4281428571428,2688.6850285714286,4369.113171428571,7057.7982,240.06116326530613,210.05351785714285,168.0428142857143,129.26370329670328,0,0,0,0,0
2015-07-01,262.58,265.25,253.81,257.62,240.78531531531527,335.01917142857144,536.0306742857143,670.0383428571429,1005.0575142857143,1675.0958571428573,2680.1533714285715,4355.249228571429,7035.4026,239.29940816326533,209.38698214285714,167.50958571428572,128.85352747252747,0,0,0,0,0
2015-07-02,257.62,260.77,253.19,254.54,240.5266666666666,333.97165714285717,534.3546514285715,667.9433142857143,1001.9149714285716,1669.8582857142858,2671.7732571428573,4341.631542857143,7013.4048,238.5511836734694,208.73228571428572,166.98582857142858,128.45063736263737,0,0,0,0,0
2015-07-03,254.49,256.44,252.4,255.92,240.29162162162157,332.9327142857143,532.692342857143,665.8654285714287,998.7981428571429,1664.6635714285717,2663.4617142857146,4328.125285714286,6991.587,237.80908163265312,208.08294642857143,166.46635714285716,128.05104395604397,0,0,0,0,0
2015-07-04,256.06,261.28,254.05,260.2,240.05243243243248,331.91368571428563,531.061897142857,663.8273714285713,995.7410571428569,1659.5684285714283,2655.309485714285,4314.877914285713,6970.187399999998,237.08120408163262,207.4460535714285,165.95684285714282,127.65910989010986,0,0,0,0,0
2015-07-05,260.16,274.74,258.75,271.5,239.8923423423424,330.91168571428557,529.458697142857,661.8233714285711,992.7350571428567,1654.5584285714278,2647.2934857142845,4301.851914285712,6949.145399999997,236.36548979591828,206.81980357142848,165.45584285714278,127.27372527472521,0,0,0,0,0
2015-07-06,271.39,278.54,267.13,268.51,239.76360360360368,329.8714285714284,527.7942857142855,659.7428571428568,989.6142857142852,1649.357142857142,2638.971428571427,4288.328571428569,6927.2999999999965,235.62244897959172,206.16964285714275,164.9357142857142,126.87362637362631,0,0,0,0,0
2015-07-07,268.53,271.69,264.01,265.51,239.84522522522533,328.8339428571427,526.1343085714283,657.6678857142854,986.5018285714281,1644.1697142857133,2630.6715428571415,4274.841257142855,6905.512799999997,234.88138775510194,205.52121428571417,164.41697142857134,126.47459340659334,0,0,0,0,0
2015-07-08,265.67,273.24,263.01,270.63,239.9246846846848,327.8157428571427,524.5051885714283,655.6314857142854,983.4472285714281,1639.0787142857134,2622.5259428571417,4261.604657142855,6884.130599999997,234.15410204081624,204.88483928571418,163.90787142857135,126.08297802197796,0,0,0,0,0
2015-07-09,270.41,271.98,265.92,268.92,239.98738738738749,326.80485714285703,522.8877714285712,653.6097142857141,980.4145714285711,1634.0242857142853,2614.4388571428562,4248.463142857141,6862.901999999997,233.43204081632646,204.25303571428563,163.40242857142852,125.69417582417577,0,0,0,0,0
2015-07-10,268.98,294.71,268.63,285.23,240.21468468468473,325.85317142857133,521.3650742857142,651.7063428571427,977.5595142857139,1629.2658571428567,2606.8253714285706,4236.091228571428,6842.916599999998,232.75226530612238,203.65823214285706,162.92658571428566,125.32814285714281,0,0,0,0,0
2015-07-11,284.63,298.05,283.88,291.64,240.43000000000006,324.9121428571427,519.8594285714283,649.8242857142855,974.7364285714282,1624.5607142857136,2599.297142857142,4223.857857142855,6823.154999999997,232.08010204081626,203.0700892857142,162.45607142857136,124.96620879120874,0,0,0,0,0
2015-07-12,291.65,317.99,291.65,310.55,240.83189189189196,324.08039999999994,518.5286399999999,648.1607999999999,972.2411999999998,1620.4019999999996,2592.6431999999995,4213.0452,6805.688399999999,231.48599999999996,202.55024999999995,162.04019999999997,124.64630769230766,0,0,0,0,0
2015-07-13,310.55,310.73,281,292.68,241.26144144144152,323.19397142857133,517.1103542857142,646.3879428571427,969.581914285714,1615.9698571428567,2585.5517714285706,4201.521628571427,6787.0733999999975,230.85283673469382,201.99623214285708,161.59698571428567,124.30537362637358,0,0,0,0,0
2015-07-14,292.54,297.13,286.02,287.55,241.62729729729736,322.3120285714285,515.6992457142857,644.624057142857,966.9360857142856,1611.5601428571426,2578.496228571428,4190.056371428571,6768.552599999999,230.2228775510204,201.44501785714283,161.15601428571426,123.96616483516482,0,0,0,0,0
2015-07-15,287.49,293.7,284.29,285.67,241.95558558558568,321.4416571428571,514.3066514285714,642.8833142857142,964.3249714285712,1607.2082857142855,2571.5332571428567,4178.741542857142,6750.274799999998,229.60118367346936,200.90103571428565,160.72082857142854,123.63140659340657,0,0,0,0,0
2015-07-16,285.67,292.4,274.92,277.89,242.2254054054055,320.5598285714285,512.8957257142856,641.119657142857,961.6794857142855,1602.7991428571427,2564.478628571428,4167.27777142857,6731.756399999998,228.97130612244896,200.3498928571428,160.27991428571426,123.29224175824173,0,0,0,0,0
2015-07-17,277.74,280.73,272.31,279.43,242.4646846846848,319.6840571428571,511.4944914285714,639.3681142857142,959.0521714285713,1598.4202857142855,2557.472457142857,4155.892742857142,6713.365199999999,228.3457551020408,199.80253571428568,159.84202857142856,122.95540659340658,0,0,0,0,0
2015-07-18,279.15,283,276.73,276.79,242.7781081081082,318.86391428571426,510.18226285714286,637.7278285714285,956.5917428571428,1594.3195714285712,2550.911314285714,4145.230885714285,6696.142199999999,227.7599387755102,199.2899464285714,159.43195714285713,122.63996703296702,0,0,0,0,0
2015-07-19,276.74,278.1,275.01,275.47,243.02603603603612,317.98799999999994,508.78079999999994,635.9759999999999,953.9639999999998,1589.9399999999996,2543.9039999999995,4133.843999999999,6677.747999999999,227.13428571428568,198.74249999999995,158.99399999999997,122.3030769230769,0,0,0,0,0
2015-07-20,275.08,279.35,274.62,278.96,243.33882882882892,317.07588571428573,507.3214171428572,634.1517714285715,951.2276571428572,1585.3794285714287,2536.607085714286,4121.986514285714,6658.5936,226.4827755102041,198.17242857142858,158.53794285714287,121.95226373626375,0,0,0,0,0
2015-07-21,278.95,281.07,276.28,276.76,243.60972972972982,316.18208571428573,505.8913371428572,632.3641714285715,948.5462571428573,1580.9104285714286,2529.456685714286,4110.367114285715,6639.8238,225.84434693877554,197.61380357142858,158.09104285714287,121.6084945054945,0,0,0,0,0
2015-07-22,276.49,277.97,275,277.68,243.82954954954963,315.29337142857145,504.4693942857143,630.5867428571429,945.8801142857144,1576.4668571428572,2522.3469714285716,4098.8138285714285,6621.160800000001,225.20955102040818,197.05835714285715,157.64668571428572,121.26668131868132,0,0,0,0,0
2015-07-23,277.5,278.55,275.79,276.61,244.03153153153164,314.40225714285714,503.04361142857147,628.8045142857143,943.2067714285714,1572.0112857142858,2515.218057142857,4087.229342857143,6602.4474,224.57304081632654,196.5014107142857,157.20112857142857,120.92394505494505,0,0,0,0,0
2015-07-24,276.61,290.53,275.9,289.01,244.34963963963975,313.56582857142854,501.70532571428566,627.1316571428571,940.6974857142857,1567.8291428571426,2508.5266285714283,4076.355771428571,6584.8823999999995,223.97559183673468,195.97864285714283,156.78291428571427,120.60224175824175,0,0,0,0,0
2015-07-25,289,292,286.5,288.78,244.60405405405416,312.7304571428571,500.36873142857144,625.4609142857142,938.1913714285713,1563.6522857142857,2501.843657142857,4065.4959428571424,6567.339599999999,223.37889795918366,195.45653571428568,156.36522857142856,120.28094505494504,0,0,0,0,0
2015-07-26,288.97,294,287.41,293.19,244.94288288288297,311.8943142857143,499.0309028571429,623.7886285714286,935.682942857143,1559.4715714285715,2495.1545142857144,4054.626085714286,6549.7806,222.78165306122452,194.93394642857143,155.94715714285715,119.95935164835166,0,0,0,0,0
2015-07-27,292.85,297.44,286.43,294.29,245.30837837837848,311.0550857142858,497.6881371428573,622.1101714285716,933.1652571428574,1555.2754285714288,2488.4406857142862,4043.7161142857153,6532.156800000002,222.1822040816327,194.4094285714286,155.5275428571429,119.63657142857144,0,0,0,0,0
2015-07-28,294.03,297,292.19,294.01,245.75135135135142,310.21520000000004,496.3443200000001,620.4304000000001,930.6456000000001,1551.0760000000002,2481.7216000000003,4032.7976000000003,6514.519200000001,221.58228571428575,193.8845,155.10760000000002,119.31353846153847,0,0,0,0,0
2015-07-29,294.01,294.57,287.27,289.85,246.16954954954966,309.35488571428584,494.96781714285737,618.7097714285717,928.0646571428575,1546.7744285714293,2474.8390857142867,4021.613514285716,6496.452600000002,220.96777551020418,193.34680357142864,154.67744285714292,118.9826483516484,0,0,0,0,0
2015-07-30,289.85,290.08,284.53,288.01,246.63819819819827,308.5378285714287,493.66052571428594,617.0756571428574,925.6134857142861,1542.6891428571435,2468.3026285714295,4010.991771428573,6479.2944000000025,220.38416326530623,192.83614285714293,154.26891428571435,118.66839560439564,0,0,0,0,0
2015-07-31,288.29,289,281.8,284.33,247.07225225225233,307.7310857142858,492.36973714285733,615.4621714285717,923.1932571428574,1538.6554285714292,2461.8486857142866,4000.504114285716,6462.352800000002,219.80791836734704,192.33192857142862,153.8655428571429,118.35810989010993,0,0,0,0,0
2015-08-01,284.69,285.16,276.66,280.19,247.46585585585592,306.9636000000001,491.1417600000002,613.9272000000002,920.8908000000004,1534.8180000000004,2455.708800000001,3990.5268000000015,6446.235600000002,219.25971428571438,191.85225000000005,153.48180000000005,118.06292307692311,0,0,0,0,0
2015-08-02,280.19,282.9,276.57,282.32,247.99891891891897,306.31882857142864,490.11012571428586,612.6376571428573,918.9564857142859,1531.5941428571432,2450.550628571429,3982.1447714285723,6432.695400000001,218.7991632653062,191.4492678571429,153.15941428571432,117.81493406593408,0,0,0,0,0
2015-08-03,282.53,285.8,279.52,280.43,248.58117117117123,305.6907714285715,489.10523428571446,611.381542857143,917.0723142857146,1528.4538571428575,2445.526171428572,3973.9800285714296,6419.506200000002,218.35055102040823,191.0567321428572,152.84538571428575,117.57337362637365,0,0,0,0,0
2015-08-04,280.43,285.88,280.43,285,249.14081081081085,305.01371428571434,488.02194285714296,610.0274285714287,915.0411428571431,1525.0685714285717,2440.1097142857147,3965.1782857142866,6405.288000000001,217.86693877551025,190.63357142857146,152.50685714285717,117.31296703296705,0,0,0,0,0
2015-08-05,284.91,285.86,280.63,281.13,249.623963963964,304.39734285714286,487.0357485714286,608.7946857142857,913.1920285714286,1521.9867142857142,2435.178742857143,3957.165457142857,6392.3442000000005,217.42667346938777,190.24833928571428,152.19867142857143,117.0759010989011,0,0,0,0,0
2015-08-06,281.13,281.65,276.6,277.48,250.11837837837845,303.8323714285714,486.13179428571425,607.6647428571428,911.4971142857141,1519.161857142857,2430.658971428571,3949.820828571428,6380.479799999999,217.02312244897956,189.8952321428571,151.9161857142857,116.85860439560437,0,0,0,0,0
2015-08-07,277.48,280.43,274.19,279.63,250.624954954955,303.2439714285714,485.19035428571425,606.4879428571428,909.7319142857142,1516.219857142857,2425.951771428571,3942.1716285714283,6368.1233999999995,216.60283673469388,189.5274821428571,151.6219857142857,116.63229670329669,0,0,0,0,0
2015-08-08,279.94,279.97,260.41,262.19,250.98216216216224,302.5176857142857,484.0282971428571,605.0353714285714,907.553057142857,1512.5884285714283,2420.1414857142854,3932.7299142857137,6352.871399999999,216.08406122448977,189.07355357142853,151.25884285714284,116.35295604395603,0,0,0,0,0
2015-08-09,262.19,268.95,261.01,265.05,251.34927927927936,301.79131428571424,482.8661028571428,603.5826285714285,905.3739428571428,1508.9565714285711,2414.330514285714,3923.2870857142852,6337.617599999999,215.5652244897959,188.6195714285714,150.89565714285712,116.0735824175824,0,0,0,0,0
2015-08-10,265.05,266.79,261.6,264.33,251.6068468468469,301.0761142857142,481.7217828571427,602.1522285714284,903.2283428571426,1505.3805714285709,2408.6089142857136,3913.9894857142845,6322.598399999998,215.05436734693873,188.17257142857136,150.5380571428571,115.79850549450546,0,0,0,0,0
2015-08-11,264.11,271.5,264.07,271.15,251.94648648648658,300.43082857142844,480.68932571428553,600.8616571428569,901.2924857142852,1502.1541428571422,2403.4466285714275,3905.6007714285697,6309.047399999997,214.59344897959176,187.76926785714275,150.21541428571422,115.55031868131863,0,0,0,0,0
2015-08-12,271.15,271.16,265.71,267.73,252.2325225225226,299.7447714285713,479.5916342857141,599.4895428571426,899.2343142857139,1498.7238571428566,2397.9581714285705,3896.682028571427,6294.640199999998,214.10340816326524,187.34048214285707,149.87238571428566,115.2864505494505,0,0,0,0,0
2015-08-13,267.53,267.88,262.32,264.48,252.54099099099105,299.0609428571427,478.4975085714284,598.1218857142854,897.1828285714282,1495.3047142857135,2392.4875428571418,3887.7922571428553,6280.2797999999975,213.6149591836734,186.9130892857142,149.53047142857136,115.0234395604395,0,0,0,0,0
2015-08-14,264.74,266.99,262,265.4,252.89486486486496,298.355857142857,477.36937142857124,596.711714285714,895.067571428571,1491.7792857142852,2386.846857142856,3878.626142857141,6265.472999999997,213.11132653061216,186.47241071428562,149.1779285714285,114.7522527472527,0,0,0,0,0
2015-08-15,265.57,266.5,260.45,261.46,253.27270270270276,297.64039999999994,476.2246399999999,595.2807999999999,892.9211999999998,1488.2019999999998,2381.1231999999995,3869.3251999999993,6250.448399999998,212.6002857142857,186.02524999999994,148.82019999999997,114.4770769230769,0,0,0,0,0
2015-08-16,261.46,262.2,254.01,256.11,253.53288288288292,296.92642857142846,475.08228571428555,593.8528571428569,890.7792857142854,1484.6321428571423,2375.4114285714277,3860.04357142857,6235.454999999998,212.0903061224489,185.5790178571428,148.46321428571423,114.20247252747248,0,0,0,0,0
2015-08-17,256.11,259.12,254.63,256.47,253.814954954955,296.20405714285704,473.9264914285713,592.4081142857141,888.6121714285712,1481.0202857142851,2369.6324571428563,3850.6527428571417,6220.2851999999975,211.57432653061218,185.12753571428564,148.10202857142852,113.92463736263731,0,0,0,0,0
2015-08-18,256.66,256.99,221.11,224.8,253.8088288288289,295.4153428571428,472.66454857142844,590.8306857142856,886.2460285714283,1477.076714285714,2363.322742857142,3840.399457142856,6203.722199999998,211.01095918367344,184.6345892857142,147.7076714285714,113.62128571428568,0,0,0,0,0
2015-08-19,224,237.66,222.01,226.92,253.7252252252253,294.69499999999994,471.51199999999994,589.3899999999999,884.0849999999998,1473.4749999999997,2357.5599999999995,3831.034999999999,6188.594999999998,210.49642857142854,184.18437499999996,147.34749999999997,113.34423076923073,0,0,0,0,0
2015-08-20,226.4,236.66,226.4,235.54,253.7661261261262,294.0121428571428,470.4194285714285,588.0242857142856,882.0364285714284,1470.060714285714,2352.0971428571424,3822.1578571428563,6174.254999999999,210.00867346938773,183.75758928571423,147.0060714285714,113.08159340659338,0,0,0,0,0
2015-08-21,235.15,236.66,231.77,233.49,253.76306306306313,293.32354285714285,469.3176685714286,586.6470857142857,879.9706285714285,1466.6177142857143,2346.588342857143,3813.206057142857,6159.7944,209.51681632653063,183.32721428571426,146.66177142857143,112.81674725274725,0,0,0,0,0
2015-08-22,233.5,235.2,223.01,231,253.69099099099105,292.6267142857143,468.2027428571429,585.2534285714286,877.8801428571428,1463.1335714285715,2341.0137142857143,3804.1472857142858,6145.161,209.01908163265307,182.8916964285714,146.31335714285714,112.54873626373626,0,0,0,0,0
2015-08-23,231,234.03,225.85,228.89,253.60585585585594,291.88802857142855,467.0208457142857,583.7760571428571,875.6640857142856,1459.4401428571427,2335.1042285714284,3794.544371428571,6129.6485999999995,208.49144897959184,182.43001785714284,145.94401428571427,112.26462637362636,0,0,0,0,0
2015-08-24,228.35,228.99,207.73,209.72,253.37702702702708,291.12251428571426,465.7960228571428,582.2450285714285,873.3675428571428,1455.6125714285713,2328.980114285714,3784.5926857142854,6113.5728,207.94465306122447,181.9515714285714,145.56125714285713,111.97019780219779,0,0,0,0,0
2015-08-25,209.76,228.04,198.12,222.38,253.32198198198202,290.38708571428566,464.6193371428571,580.7741714285713,871.161257142857,1451.9354285714282,2323.0966857142853,3775.0321142857138,6098.128799999999,207.41934693877548,181.49192857142853,145.19354285714283,111.68734065934063,0,0,0,0,0
2015-08-26,222.38,231.09,219.77,225.8,253.2222522522523,289.6738571428571,463.4781714285714,579.3477142857142,869.0215714285714,1448.3692857142855,2317.390857142857,3765.7601428571425,6083.151,206.90989795918367,181.0461607142857,144.83692857142856,111.41302197802196,0,0,0,0,0
2015-08-27,225.8,228.89,223.17,225.09,253.05909909909914,288.9788857142857,462.3662171428571,577.9577714285714,866.936657142857,1444.8944285714285,2311.8310857142856,3756.725514285714,6068.5566,206.41348979591837,180.61180357142854,144.48944285714285,111.14572527472527,0,0,0,0,0
2015-08-28,225.09,235.93,220.29,231.65,252.96621621621625,288.28874285714284,461.26198857142856,576.5774857142857,864.8662285714286,1441.4437142857141,2306.3099428571427,3747.753657142857,6054.0635999999995,205.9205306122449,180.18046428571427,144.14437142857142,110.8802857142857,0,0,0,0,0
2015-08-29,231.76,233.9,226.67,230.54,252.88882882882885,287.58579999999995,460.1372799999999,575.1715999999999,862.7573999999998,1437.9289999999996,2300.6863999999996,3738.615399999999,6039.301799999999,205.41842857142854,179.74112499999995,143.79289999999997,110.60992307692305,0,0,0,0,0
2015-08-30,230.41,232.75,225.04,229,252.77801801801806,286.8803714285714,459.00859428571425,573.7607428571428,860.6411142857141,1434.401857142857,2295.042971428571,3729.444828571428,6024.487799999999,204.91455102040814,179.3002321428571,143.4401857142857,110.33860439560438,0,0,0,0,0
2015-08-31,229.04,232.49,224.39,229.86,252.6773873873874,286.18105714285707,457.8896914285713,572.3621142857141,858.5431714285712,1430.9052857142854,2289.4484571428566,3720.3537428571417,6009.802199999998,204.4150408163265,178.86316071428567,143.09052857142854,110.06963736263734,0,0,0,0,0
2015-09-01,230.25,231.67,226.17,227.96,252.60522522522527,285.4667142857142,456.74674285714275,570.9334285714284,856.4001428571426,1427.333571428571,2283.7337142857136,3711.0672857142845,5994.800999999999,203.9047959183673,178.41669642857136,142.7333571428571,109.79489010989008,0,0,0,0,0
2015-09-02,227.97,230.77,226,229.18,252.53360360360364,284.76297142857135,455.62075428571416,569.5259428571427,854.2889142857141,1423.8148571428567,2278.103771428571,3701.9186285714277,5980.022399999998,203.40212244897955,177.97685714285709,142.38148571428567,109.52421978021975,0,0,0,0,0
2015-09-03,228.95,229.96,226.5,227.28,252.44270270270272,284.0709999999999,454.5135999999999,568.1419999999998,852.2129999999997,1420.3549999999996,2272.5679999999993,3692.922999999999,5965.490999999998,202.9078571428571,177.54437499999995,142.03549999999996,109.25807692307689,0,0,0,0,0
2015-09-04,227.24,231.4,226.33,230.52,252.39639639639643,283.4095714285714,453.4553142857142,566.8191428571428,850.2287142857142,1417.0478571428569,2267.276571428571,3684.324428571428,5951.600999999999,202.4354081632653,177.1309821428571,141.7047857142857,109.0036813186813,0,0,0,0,0
2015-09-05,230.72,237.22,229.23,235.6,252.39306306306312,282.7910285714285,452.46564571428564,565.582057142857,848.3730857142855,1413.9551428571426,2262.328228571428,3676.2833714285707,5938.611599999998,201.99359183673465,176.7443928571428,141.39551428571426,108.7657802197802,0,0,0,0,0
2015-09-06,235.39,244.2,235.02,240.28,252.45981981981987,282.26325714285707,451.6212114285713,564.5265142857141,846.7897714285712,1411.3162857142854,2258.1060571428566,3669.4223428571418,5927.528399999998,201.6166122448979,176.41453571428565,141.13162857142854,108.56279120879118,0,0,0,0,0
2015-09-07,240.28,242.91,238.44,240.19,252.53900900900905,281.81848571428566,450.9095771428571,563.6369714285713,845.455457142857,1409.0924285714282,2254.5478857142853,3663.6403142857134,5918.188199999999,201.29891836734691,176.13655357142852,140.90924285714283,108.39172527472525,0,0,0,0,0
2015-09-08,240.07,246.24,239.98,244.21,252.6271171171172,281.34834285714277,450.15734857142843,562.6966857142855,844.0450285714282,1406.741714285714,2250.786742857142,3657.528457142856,5908.315199999998,200.96310204081627,175.8427142857142,140.67417142857138,108.21090109890106,0,0,0,0,0
2015-09-09,244.04,244.22,237.01,238.35,252.65729729729733,280.8877714285713,449.42043428571407,561.7755428571426,842.6633142857138,1404.4388571428565,2247.1021714285703,3651.5410285714265,5898.643199999997,200.6341224489795,175.55485714285703,140.44388571428564,108.03375824175818,0,0,0,0,0
2015-09-10,238.35,241.65,234.78,238.66,252.65432432432436,280.4265999999999,448.68255999999985,560.8531999999998,841.2797999999997,1402.1329999999994,2243.412799999999,3645.5457999999985,5888.958599999998,200.30471428571423,175.26662499999992,140.21329999999995,107.85638461538457,0,0,0,0,0
2015-09-11,238.57,240.94,237.5,240,252.67450450450457,279.85811428571424,447.7729828571428,559.7162285714285,839.5743428571427,1399.2905714285712,2238.864914285714,3638.155485714285,5877.020399999999,199.89865306122448,174.9113214285714,139.92905714285712,107.63773626373624,0,0,0,0,0
2015-09-12,239.92,240,233.02,234.79,252.63459459459466,279.31842857142846,446.90948571428555,558.6368571428569,837.9552857142853,1396.5921428571423,2234.5474285714276,3631.13957142857,5865.686999999997,199.51316326530605,174.57401785714276,139.65921428571423,107.43016483516479,0,0,0,0,0
2015-09-13,234.79,236.09,228,229.66,252.58117117117123,278.8067142857142,446.0907428571427,557.6134285714284,836.4201428571425,1394.033571428571,2230.4537142857134,3624.4872857142846,5854.940999999998,199.14765306122442,174.25419642857136,139.4033571428571,107.2333516483516,0,0,0,0,0
2015-09-14,229.66,232.92,223.99,229.71,252.52711711711717,278.30997142857126,445.29595428571406,556.6199428571425,834.9299142857137,1391.5498571428564,2226.47977142857,3618.029628571426,5844.509399999996,198.79283673469376,173.94373214285702,139.15498571428563,107.04229670329663,0,0,0,0,0
2015-09-15,229.84,231.21,226.5,230.03,252.48081081081088,277.81928571428557,444.51085714285693,555.6385714285711,833.4578571428567,1389.0964285714279,2222.5542857142846,3611.6507142857126,5834.204999999997,198.44234693877542,173.63705357142848,138.90964285714279,106.85357142857137,0,0,0,0,0
2015-09-16,229.99,230.5,223,228.34,252.40765765765772,277.39925714285704,443.83881142857126,554.7985142857141,832.1977714285711,1386.9962857142852,2219.1940571428563,3606.1903428571413,5825.384399999998,198.1423265306122,173.37453571428563,138.69962857142852,106.69202197802194,0,0,0,0,0
2015-09-17,228.34,235,227,232.17,252.37288288288295,276.993457142857,443.1895314285712,553.986914285714,830.980371428571,1384.967285714285,2215.947657142856,3600.914942857141,5816.862599999997,197.852469387755,173.1209107142856,138.4967285714285,106.53594505494499,0,0,0,0,0
2015-09-18,232.2,234.4,230.83,233.12,252.38198198198202,276.54211428571415,442.46738285714264,553.0842285714283,829.6263428571424,1382.7105714285708,2212.336914285713,3595.047485714284,5807.384399999997,197.53008163265298,172.83882142857132,138.27105714285707,106.36235164835159,0,0,0,0,0
2015-09-19,233.24,233.76,229.89,230,252.39180180180185,276.099657142857,441.7594514285712,552.199314285714,828.2989714285709,1380.498285714285,2208.797257142856,3589.295542857141,5798.092799999997,197.21404081632642,172.5622857142856,138.0498285714285,106.19217582417576,0,0,0,0,0
2015-09-20,230,231.7,229,230.16,252.45171171171174,275.6867428571428,441.0987885714285,551.3734857142856,827.0602285714284,1378.433714285714,2205.4939428571424,3583.9276571428563,5789.421599999999,196.9191020408163,172.30421428571424,137.8433714285714,106.03336263736261,0,0,0,0,0
2015-09-21,230.1,230.15,225,226.15,252.46045045045048,275.30791428571416,440.4926628571427,550.6158285714283,825.9237428571425,1376.5395714285708,2202.4633142857133,3579.0028857142843,5781.466199999997,196.64851020408156,172.06744642857134,137.65395714285708,105.88765934065928,0,0,0,0,0
